attraction_name,city,entry_fee,timings,category
Jallianwala Bagh,Amritsar,80,9:00 AM - 6:00 PM,Attraction
Wagah Border,Amritsar,70,9:00 AM - 6:00 PM,Attraction
Partition Museum,Amritsar,60,10:00 AM - 5:30 PM,Museum
Durgiana Temple,Amritsar,50,5:00 AM - 9:00 PM,Religious
Gobindgarh Fort,Amritsar,170,9:00 AM - 5:30 PM,Heritage
Maharaja Ranjit Singh Museum,Amritsar,200,10:00 AM - 5:30 PM,Museum
Maharaja Ranjit Singh Panorama,Amritsar,100,9:00 AM - 6:00 PM,Attraction
Ram Tirath Temple,Amritsar,10,5:00 AM - 9:00 PM,Religious
Khair-ud-Din Masjid,Amritsar,80,9:00 AM - 6:00 PM,Attraction
Akal Takht,Amritsar,70,9:00 AM - 6:00 PM,Attraction
Central Sikh Museum,Amritsar,130,10:00 AM - 5:30 PM,Museum
Baba Atal Sahib,Amritsar,20,9:00 AM - 6:00 PM,Attraction
Gurudwara Ramsar Sahib,Amritsar,30,5:00 AM - 9:00 PM,Religious
Gurudwara Bibeksar Sahib,Amritsar,50,5:00 AM - 9:00 PM,Religious
Gurudwara Mata Kaulan,Amritsar,10,5:00 AM - 9:00 PM,Religious
Gurudwara Shaheed Ganj Sahib,Amritsar,0,5:00 AM - 9:00 PM,Religious
Sadda Pind,Amritsar,60,9:00 AM - 6:00 PM,Attraction
Harike Wetland,Amritsar,100,9:00 AM - 6:00 PM,Attraction
Pul Kanjari,Amritsar,130,9:00 AM - 6:00 PM,Attraction
Maharaja Ranjit Singh Statue,Amritsar,60,9:00 AM - 6:00 PM,Attraction
Company Bagh Amritsar,Amritsar,40,9:00 AM - 6:00 PM,Attraction
Hall Bazaar,Amritsar,0,10:00 AM - 10:00 PM,Shopping
Heritage Street Amritsar,Amritsar,70,9:00 AM - 6:00 PM,Attraction
Golden Temple Heritage Museum,Amritsar,40,5:00 AM - 9:00 PM,Religious
Jallianwala Bagh Martyrs' Well,Amritsar,120,9:00 AM - 6:00 PM,Attraction
Summer Palace Maharaja Ranjit Singh,Amritsar,150,9:00 AM - 5:30 PM,Heritage
Tarn Taran Sahib,Amritsar,150,9:00 AM - 6:00 PM,Attraction
Goindwal Sahib,Amritsar,140,9:00 AM - 6:00 PM,Attraction
Dera Baba Nanak,Amritsar,140,9:00 AM - 6:00 PM,Attraction
Gurudwara Kartarpur Sahib Viewpoint,Amritsar,30,5:00 AM - 9:00 PM,Religious
Akal Takht Complex,Amritsar,150,9:00 AM - 6:00 PM,Attraction
Saragarhi Memorial,Amritsar,170,9:00 AM - 5:30 PM,Heritage
Khalsa College Amritsar,Amritsar,70,9:00 AM - 6:00 PM,Attraction
Khalsa College Heritage Building,Amritsar,20,9:00 AM - 5:30 PM,Heritage
Gurudwara Manji Sahib,Amritsar,0,5:00 AM - 9:00 PM,Religious
Gurudwara Baba Deep Singh,Amritsar,10,5:00 AM - 9:00 PM,Religious
Gurudwara Chhevin Patshahi,Amritsar,50,5:00 AM - 9:00 PM,Religious
Gurudwara Shaheed Baba Deep Singh,Amritsar,0,5:00 AM - 9:00 PM,Religious
Gurudwara Ber Sahib,Amritsar,50,5:00 AM - 9:00 PM,Religious
The Ridge Shimla,Shimla,150,9:00 AM - 6:00 PM,Attraction
Mall Road Shimla,Shimla,0,10:00 AM - 10:00 PM,Shopping
Jakhu Temple,Shimla,20,5:00 AM - 9:00 PM,Religious
Christ Church Shimla,Shimla,20,5:00 AM - 9:00 PM,Religious
Viceregal Lodge,Shimla,20,9:00 AM - 6:00 PM,Attraction
Indian Institute of Advanced Study,Shimla,140,9:00 AM - 6:00 PM,Attraction
Kufri,Shimla,50,9:00 AM - 6:00 PM,Attraction
Kufri Fun World,Shimla,1410,10:00 AM - 7:00 PM,Amusement Park
Shimla State Museum,Shimla,170,10:00 AM - 5:30 PM,Museum
Himachal State Museum,Shimla,190,10:00 AM - 5:30 PM,Museum
Himalayan Bird Park,Shimla,220,7:00 AM - 5:30 PM,Wildlife
Annandale,Shimla,110,9:00 AM - 6:00 PM,Attraction
Summer Hill,Shimla,100,6:00 AM - 6:00 PM,Nature
Chadwick Falls,Shimla,50,6:00 AM - 6:00 PM,Nature
Sankat Mochan Temple Shimla,Shimla,0,5:00 AM - 9:00 PM,Religious
Tara Devi Temple,Shimla,40,5:00 AM - 9:00 PM,Religious
Jakhu Hill,Shimla,30,6:00 AM - 6:00 PM,Nature
Glen Forest,Shimla,80,6:00 AM - 6:00 PM,Nature
Himalayan Nature Park,Shimla,0,6:00 AM - 6:00 PM,Nature
Mashobra,Shimla,30,9:00 AM - 6:00 PM,Attraction
Naldehra,Shimla,40,9:00 AM - 6:00 PM,Attraction
Naldehra Golf Course,Shimla,70,9:00 AM - 6:00 PM,Attraction
Kali Bari Temple Shimla,Shimla,10,5:00 AM - 9:00 PM,Religious
Gaiety Heritage Cultural Complex,Shimla,90,9:00 AM - 6:00 PM,Attraction
Scandal Point,Shimla,50,9:00 AM - 6:00 PM,Attraction
Shimla Heritage Museum,Shimla,80,10:00 AM - 5:30 PM,Museum
Army Museum Annandale,Shimla,120,10:00 AM - 5:30 PM,Museum
Kufri Zoo,Shimla,100,7:00 AM - 5:30 PM,Wildlife
Green Valley Shimla,Shimla,90,6:00 AM - 6:00 PM,Nature
Fagu,Shimla,80,9:00 AM - 6:00 PM,Attraction
Chail Palace,Shimla,180,9:00 AM - 5:30 PM,Heritage
Chail Wildlife Sanctuary,Shimla,480,7:00 AM - 5:30 PM,Wildlife
Himalayan Nature Park Kufri,Shimla,90,6:00 AM - 6:00 PM,Nature
Kandaghat,Shimla,100,9:00 AM - 6:00 PM,Attraction
Shoghi,Shimla,40,9:00 AM - 6:00 PM,Attraction
Tattapani,Shimla,30,9:00 AM - 6:00 PM,Attraction
Narkanda,Shimla,20,9:00 AM - 6:00 PM,Attraction
Hatu Temple,Shimla,20,5:00 AM - 9:00 PM,Religious
Hatu Peak,Shimla,80,9:00 AM - 6:00 PM,Attraction
Kharapathar,Shimla,20,9:00 AM - 6:00 PM,Attraction
Solang Valley,Manali,20,6:00 AM - 6:00 PM,Nature
Rohtang Pass,Manali,100,9:00 AM - 6:00 PM,Attraction
Hadimba Temple,Manali,50,5:00 AM - 9:00 PM,Religious
Manali Nature Park,Manali,80,6:00 AM - 6:00 PM,Nature
Vashisht Temple,Manali,10,5:00 AM - 9:00 PM,Religious
Vashisht Hot Water Springs,Manali,90,9:00 AM - 6:00 PM,Attraction
Manu Temple,Manali,50,5:00 AM - 9:00 PM,Religious
Old Manali,Manali,120,9:00 AM - 6:00 PM,Attraction
Mall Road Manali,Manali,0,10:00 AM - 10:00 PM,Shopping
Museum of Himachal Culture and Folk Art,Manali,130,10:00 AM - 5:30 PM,Museum
Nehru Kund,Manali,70,9:00 AM - 6:00 PM,Attraction
Jogini Waterfall,Manali,50,6:00 AM - 6:00 PM,Nature
Beas River,Manali,50,6:00 AM - 6:00 PM,Nature
Van Vihar National Park,Manali,430,7:00 AM - 5:30 PM,Wildlife
Arjun Gufa,Manali,90,9:00 AM - 6:00 PM,Attraction
Naggar Castle,Manali,60,9:00 AM - 6:00 PM,Attraction
Nicholas Roerich Art Gallery,Manali,180,10:00 AM - 5:30 PM,Museum
Naggar Village,Manali,70,9:00 AM - 6:00 PM,Attraction
Rahala Waterfalls,Manali,40,6:00 AM - 6:00 PM,Nature
Marhi,Manali,20,9:00 AM - 6:00 PM,Attraction
Kothi Village,Manali,120,9:00 AM - 6:00 PM,Attraction
Gulaba,Manali,90,9:00 AM - 6:00 PM,Attraction
Sissu,Manali,40,9:00 AM - 6:00 PM,Attraction
Atal Tunnel,Manali,20,9:00 AM - 6:00 PM,Attraction
Hampta Pass,Manali,90,9:00 AM - 6:00 PM,Attraction
Beas Kund,Manali,140,9:00 AM - 6:00 PM,Attraction
Bhrigu Lake,Manali,50,6:00 AM - 6:00 PM,Nature
Great Himalayan National Park,Manali,210,7:00 AM - 5:30 PM,Wildlife
Kasol,Manali,150,9:00 AM - 6:00 PM,Attraction
Manikaran Sahib,Manali,140,9:00 AM - 6:00 PM,Attraction
Tosh Village,Manali,90,9:00 AM - 6:00 PM,Attraction
Malana Village,Manali,50,9:00 AM - 6:00 PM,Attraction
Parvati Valley,Manali,50,6:00 AM - 6:00 PM,Nature
Bijli Mahadev Temple,Manali,20,5:00 AM - 9:00 PM,Religious
Naggar Temple,Manali,40,5:00 AM - 9:00 PM,Religious
Tripura Sundari Temple Naggar,Manali,50,5:00 AM - 9:00 PM,Religious
Ragunath Temple Kullu,Manali,30,5:00 AM - 9:00 PM,Religious
Pandoh Dam,Manali,40,6:00 AM - 6:00 PM,Nature
Kullu Dussehra Ground,Manali,50,9:00 AM - 6:00 PM,Attraction
Solang Ropeway,Manali,110,9:00 AM - 6:00 PM,Attraction
Alappuzha Backwaters,Kottayam,0,6:00 AM - 6:00 PM,Nature
Kumarakom Bird Sanctuary,Kottayam,310,7:00 AM - 5:30 PM,Wildlife
Vembanad Lake,Kottayam,10,6:00 AM - 6:00 PM,Nature
Marari Beach,Kottayam,0,6:00 AM - 7:00 PM,Beach
Pathiramanal Island,Kottayam,100,6:00 AM - 6:00 PM,Nature
Krishnapuram Palace,Kottayam,180,9:00 AM - 5:30 PM,Heritage
Alappuzha Beach,Kottayam,0,6:00 AM - 7:00 PM,Beach
Ambalappuzha Sree Krishna Temple,Kottayam,50,5:00 AM - 9:00 PM,Religious
Kuttanad,Kottayam,100,9:00 AM - 6:00 PM,Attraction
Mannarasala Sree Nagaraja Temple,Kottayam,20,5:00 AM - 9:00 PM,Religious
Karumadi Kuttan,Kottayam,90,9:00 AM - 6:00 PM,Attraction
Revi Karunakaran Museum,Kottayam,50,10:00 AM - 5:30 PM,Museum
Alappuzha Lighthouse,Kottayam,150,9:00 AM - 6:00 PM,Attraction
Punnamada Lake,Kottayam,80,6:00 AM - 6:00 PM,Nature
Nehru Trophy Boat Race Course,Kottayam,100,9:00 AM - 6:00 PM,Attraction
Kumarakom Beach,Kottayam,0,6:00 AM - 7:00 PM,Beach
Kumarakom Craft Museum,Kottayam,130,10:00 AM - 5:30 PM,Museum
Bay Island Driftwood Museum,Kottayam,180,10:00 AM - 5:30 PM,Museum
Aruvikkuzhi Waterfalls,Kottayam,50,6:00 AM - 6:00 PM,Nature
Thanneermukkom Bund,Kottayam,120,9:00 AM - 6:00 PM,Attraction
Vaikom Mahadeva Temple,Kottayam,20,5:00 AM - 9:00 PM,Religious
Thalayolaparambu,Kottayam,70,9:00 AM - 6:00 PM,Attraction
Pathiramanal Bird Sanctuary,Kottayam,160,7:00 AM - 5:30 PM,Wildlife
Kottathavalam,Kottayam,30,9:00 AM - 6:00 PM,Attraction
Vagamon,Kottayam,100,9:00 AM - 6:00 PM,Attraction
Illikkal Kallu,Kottayam,150,9:00 AM - 6:00 PM,Attraction
Pala,Kottayam,140,9:00 AM - 6:00 PM,Attraction
Kottayam Thirunakkara Mahadeva Temple,Kottayam,10,5:00 AM - 9:00 PM,Religious
Kumarakom Backwaters,Kottayam,40,6:00 AM - 6:00 PM,Nature
Kottayam Museum,Kottayam,190,10:00 AM - 5:30 PM,Museum
Ettumanoor Mahadeva Temple,Kottayam,40,5:00 AM - 9:00 PM,Religious
Kumarakom Temple,Kottayam,30,5:00 AM - 9:00 PM,Religious
Thazhathangadi Juma Masjid,Kottayam,120,9:00 AM - 6:00 PM,Attraction
Kottathavalam Viewpoint,Kottayam,30,9:00 AM - 6:00 PM,Attraction
Kumarakom Village,Kottayam,110,9:00 AM - 6:00 PM,Attraction
Poonjar Palace,Kottayam,80,9:00 AM - 5:30 PM,Heritage
Poonjar Palace Museum,Kottayam,20,9:00 AM - 5:30 PM,Heritage
Ilaveezhapoonchira,Kottayam,90,9:00 AM - 6:00 PM,Attraction
Elaveezhapoonchira Hills,Kottayam,30,6:00 AM - 6:00 PM,Nature
Kottayam Kodimatha,Kottayam,10,5:00 AM - 9:00 PM,Religious
Meenakshi Amman Temple,Madurai,30,5:00 AM - 9:00 PM,Religious
Thirumalai Nayakkar Palace,Madurai,180,9:00 AM - 5:30 PM,Heritage
Gandhi Memorial Museum,Madurai,180,9:00 AM - 5:30 PM,Heritage
Alagar Koyil,Madurai,40,9:00 AM - 6:00 PM,Attraction
Pazhamudir Solai,Madurai,100,9:00 AM - 6:00 PM,Attraction
Thirupparankundram Murugan Temple,Madurai,10,5:00 AM - 9:00 PM,Religious
Koodal Azhagar Temple,Madurai,20,5:00 AM - 9:00 PM,Religious
St Mary's Cathedral Madurai,Madurai,50,5:00 AM - 9:00 PM,Religious
Vandiyur Mariamman Teppakulam,Madurai,90,9:00 AM - 6:00 PM,Attraction
Athisayam Theme Park,Madurai,570,10:00 AM - 7:00 PM,Amusement Park
Samanar Hills,Madurai,80,6:00 AM - 6:00 PM,Nature
Keezhadi Archaeological Site,Madurai,120,9:00 AM - 6:00 PM,Attraction
Goripalayam Dargah,Madurai,20,5:00 AM - 9:00 PM,Religious
Kazimar Big Mosque,Madurai,20,5:00 AM - 9:00 PM,Religious
Puthu Mandapam,Madurai,120,9:00 AM - 6:00 PM,Attraction
Mariamman Teppakulam,Madurai,80,9:00 AM - 6:00 PM,Attraction
Vandiyur Lake,Madurai,80,6:00 AM - 6:00 PM,Nature
Rajaji Park Madurai,Madurai,90,6:00 AM - 6:00 PM,Nature
Madurai Government Museum,Madurai,200,10:00 AM - 5:30 PM,Museum
Alagar Hills,Madurai,30,6:00 AM - 6:00 PM,Nature
Pazhamudircholai,Madurai,40,9:00 AM - 6:00 PM,Attraction
Tirupparankundram Hill,Madurai,90,6:00 AM - 6:00 PM,Nature
Arittapatti Biodiversity Heritage Site,Madurai,100,9:00 AM - 6:00 PM,Attraction
Thirumohoor Kalamegaperumal Temple,Madurai,50,5:00 AM - 9:00 PM,Religious
Thiruppuvanam Pushpavaneswarar Temple,Madurai,10,5:00 AM - 9:00 PM,Religious
Kochadai Ayyanar Temple,Madurai,50,5:00 AM - 9:00 PM,Religious
Sivaganga Palace,Madurai,60,9:00 AM - 5:30 PM,Heritage
Kalaiyar Kovil,Madurai,40,9:00 AM - 6:00 PM,Attraction
Pillayarpatti Karpaga Vinayagar Temple,Madurai,50,5:00 AM - 9:00 PM,Religious
Chettinad Palace,Madurai,200,9:00 AM - 5:30 PM,Heritage
Karaikudi Heritage Mansion,Madurai,20,9:00 AM - 6:00 PM,Attraction
Athangudi Palace,Madurai,30,9:00 AM - 5:30 PM,Heritage
Athangudi Tiles,Madurai,60,9:00 AM - 6:00 PM,Attraction
Kundrakudi Murugan Temple,Madurai,20,5:00 AM - 9:00 PM,Religious
Vettangudi Bird Sanctuary,Madurai,160,7:00 AM - 5:30 PM,Wildlife
Vaigai Dam,Madurai,20,6:00 AM - 6:00 PM,Nature
Suruli Falls,Madurai,40,6:00 AM - 6:00 PM,Nature
Megamalai,Madurai,100,9:00 AM - 6:00 PM,Attraction
Kumbakkarai Falls,Madurai,50,6:00 AM - 6:00 PM,Nature
Sivaganga Gandhi Park,Madurai,20,6:00 AM - 6:00 PM,Nature
Amaravati Stupa,Amaravati,160,9:00 AM - 5:30 PM,Heritage
Amaralingeswara Temple,Amaravati,10,5:00 AM - 9:00 PM,Religious
Undavalli Caves,Amaravati,70,9:00 AM - 5:30 PM,Heritage
Kanaka Durga Temple,Amaravati,50,5:00 AM - 9:00 PM,Religious
Prakasam Barrage,Amaravati,20,9:00 AM - 6:00 PM,Attraction
Bhavani Island,Amaravati,20,6:00 AM - 6:00 PM,Nature
Victoria Jubilee Museum,Amaravati,70,10:00 AM - 5:30 PM,Museum
Gandhi Hill,Amaravati,60,6:00 AM - 6:00 PM,Nature
Suryalanka Beach,Amaravati,0,6:00 AM - 7:00 PM,Beach
Kondaveedu Fort,Amaravati,170,9:00 AM - 5:30 PM,Heritage
Mangalagiri Panakala Narasimha Temple,Amaravati,40,5:00 AM - 9:00 PM,Religious
Uppalapadu Bird Sanctuary,Amaravati,60,7:00 AM - 5:30 PM,Wildlife
Kondapalli Fort,Amaravati,110,9:00 AM - 5:30 PM,Heritage
Kondapalli Toys Village,Amaravati,50,9:00 AM - 6:00 PM,Attraction
Krishna Riverfront,Amaravati,80,6:00 AM - 6:00 PM,Nature
Mogalarajapuram Caves,Amaravati,130,9:00 AM - 5:30 PM,Heritage
Hinkar Thirtha Jain Temple,Amaravati,40,5:00 AM - 9:00 PM,Religious
Gandhi Park Vijayawada,Amaravati,10,6:00 AM - 6:00 PM,Nature
Rajiv Gandhi Park Vijayawada,Amaravati,70,6:00 AM - 6:00 PM,Nature
Vijayawada Museum,Amaravati,160,10:00 AM - 5:30 PM,Museum
Robber's Cave,Dehradun,40,9:00 AM - 6:00 PM,Attraction
Sahastradhara,Dehradun,70,9:00 AM - 6:00 PM,Attraction
Forest Research Institute,Dehradun,20,6:00 AM - 6:00 PM,Nature
Tapkeshwar Temple,Dehradun,50,5:00 AM - 9:00 PM,Religious
Mindrolling Monastery,Dehradun,100,9:00 AM - 6:00 PM,Attraction
Dehradun Zoo,Dehradun,70,7:00 AM - 5:30 PM,Wildlife
Malsi Deer Park,Dehradun,70,6:00 AM - 6:00 PM,Nature
Rajaji National Park,Dehradun,50,7:00 AM - 5:30 PM,Wildlife
Lachhiwala Nature Park,Dehradun,0,6:00 AM - 6:00 PM,Nature
Tiger Falls,Dehradun,10,6:00 AM - 6:00 PM,Nature
Shikhar Fall,Dehradun,70,9:00 AM - 6:00 PM,Attraction
Paltan Bazaar,Dehradun,0,10:00 AM - 10:00 PM,Shopping
Clock Tower Dehradun,Dehradun,200,9:00 AM - 5:30 PM,Heritage
Tapovan Temple,Dehradun,50,5:00 AM - 9:00 PM,Religious
Regional Science Centre Dehradun,Dehradun,110,10:00 AM - 5:30 PM,Museum
Wadia Institute Museum,Dehradun,130,10:00 AM - 5:30 PM,Museum
Zonal Museum Dehradun,Dehradun,30,10:00 AM - 5:30 PM,Museum
Chetwode Hall,Dehradun,40,9:00 AM - 6:00 PM,Attraction
Malsi Reserve Forest,Dehradun,80,6:00 AM - 6:00 PM,Nature
Dakpathar,Dehradun,50,9:00 AM - 6:00 PM,Attraction
Jagannath Temple Puri,Bhubaneswar,0,5:00 AM - 9:00 PM,Religious
Lingaraj Temple,Bhubaneswar,30,5:00 AM - 9:00 PM,Religious
Udayagiri Caves,Bhubaneswar,150,9:00 AM - 5:30 PM,Heritage
Khandagiri Caves,Bhubaneswar,80,9:00 AM - 5:30 PM,Heritage
Konark Sun Temple,Bhubaneswar,10,5:00 AM - 9:00 PM,Religious
Rajarani Temple,Bhubaneswar,10,5:00 AM - 9:00 PM,Religious
Mukteshwar Temple,Bhubaneswar,10,5:00 AM - 9:00 PM,Religious
Parashurameshvara Temple,Bhubaneswar,50,5:00 AM - 9:00 PM,Religious
Dhauli Shanti Stupa,Bhubaneswar,170,9:00 AM - 5:30 PM,Heritage
Nandankanan Zoological Park,Bhubaneswar,180,7:00 AM - 5:30 PM,Wildlife
Odisha State Museum,Bhubaneswar,140,10:00 AM - 5:30 PM,Museum
Barabati Fort,Bhubaneswar,70,9:00 AM - 5:30 PM,Heritage
Barabati Stadium,Bhubaneswar,100,9:00 AM - 6:00 PM,Attraction
Pipili Village,Bhubaneswar,150,9:00 AM - 6:00 PM,Attraction
Chausathi Jogini Temple,Bhubaneswar,30,5:00 AM - 9:00 PM,Religious
Bindu Sagar Lake,Bhubaneswar,60,6:00 AM - 6:00 PM,Nature
Brahmeswara Temple,Bhubaneswar,30,5:00 AM - 9:00 PM,Religious
Ananta Vasudeva Temple,Bhubaneswar,20,5:00 AM - 9:00 PM,Religious
Ekamra Haat,Bhubaneswar,130,9:00 AM - 6:00 PM,Attraction
Nicco Park Bhubaneswar,Bhubaneswar,660,10:00 AM - 7:00 PM,Amusement Park
Jagannath Temple Ranchi,Ranchi,20,5:00 AM - 9:00 PM,Religious
Rock Garden Ranchi,Ranchi,100,6:00 AM - 6:00 PM,Nature
Kanke Dam,Ranchi,70,6:00 AM - 6:00 PM,Nature
Dassam Falls,Ranchi,80,6:00 AM - 6:00 PM,Nature
Hundru Falls,Ranchi,90,6:00 AM - 6:00 PM,Nature
Jonha Falls,Ranchi,70,6:00 AM - 6:00 PM,Nature
Tagore Hill,Ranchi,10,6:00 AM - 6:00 PM,Nature
Birsa Zoological Park,Ranchi,180,7:00 AM - 5:30 PM,Wildlife
State Museum Ranchi,Ranchi,90,10:00 AM - 5:30 PM,Museum
Pahari Mandir,Ranchi,0,5:00 AM - 9:00 PM,Religious
Jagannathpur Temple,Ranchi,0,5:00 AM - 9:00 PM,Religious
Nakshatra Van,Ranchi,70,9:00 AM - 6:00 PM,Attraction
Ranchi Lake,Ranchi,100,6:00 AM - 6:00 PM,Nature
Patratu Valley,Ranchi,90,6:00 AM - 6:00 PM,Nature
Patratu Dam,Ranchi,20,6:00 AM - 6:00 PM,Nature
Sun Temple Ranchi,Ranchi,0,5:00 AM - 9:00 PM,Religious
Dassam Falls Viewpoint,Ranchi,20,6:00 AM - 6:00 PM,Nature
Birsa Munda Tribal University Museum,Ranchi,90,10:00 AM - 5:30 PM,Museum
Deori Temple,Ranchi,50,5:00 AM - 9:00 PM,Religious
Netarhat,Ranchi,80,9:00 AM - 6:00 PM,Attraction
